NORAD_ID,Name,Distance_km,XRay_Jm2,Neutron_nm2,Gamma_radsSi,Effects_List,Prompt_Status,Corrected_Argus_krad,Inclination_deg,Mean_Alt_km,Constellation
52537,STARLINK-3897,11147.03660640255,0.0,0.0,0.0,['NOMINAL'],Nominal,369811.8694132854,53.216800000000006,546.4554780657885,STARLINK (LEO)
52538,STARLINK-3933,13579.181550562183,0.0,0.0,0.0,['NOMINAL'],Nominal,374145.95502528606,53.216800000000006,546.3674474113545,STARLINK (LEO)
52539,STARLINK-3757,13642.532123275332,0.0,0.0,0.0,['NOMINAL'],Nominal,373418.49455895915,53.2165,545.9753058223038,STARLINK (LEO)
52540,STARLINK-3940,12237.0952559234,0.0,0.0,0.0,['NOMINAL'],Nominal,369802.82509091805,53.2163,546.3693854258922,STARLINK (LEO)
52541,STARLINK-3845,7481.843880850688,0.0,0.0,0.0,['NOMINAL'],Nominal,369575.64205267583,53.2162,546.3958198423763,STARLINK (LEO)
52542,STARLINK-3937,9323.983638002019,0.0,0.0,0.0,['NOMINAL'],Nominal,369619.7971108673,53.216800000000006,546.3179023960646,STARLINK (LEO)
52543,STARLINK-3926,13092.308531648081,0.0,0.0,0.0,['NOMINAL'],Nominal,371373.9427434016,53.2164,546.344205568475,STARLINK (LEO)
52544,STARLINK-3944,10453.043272067149,0.0,0.0,0.0,['NOMINAL'],Nominal,369559.64962751634,53.2172,546.6350495457999,STARLINK (LEO)
52546,STARLINK-3948,4142.296162710041,18.766080659322505,13.05466480648522,2.0397913760133158e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,371283.3248561787,53.2167,547.6407689628562,STARLINK (LEO)
52548,STARLINK-3931,4171.470546799757,18.504506555797086,12.872700212728407,2.011359408238814e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,371035.5085040194,53.217,546.245585243077,STARLINK (LEO)
52549,STARLINK-3935,6723.6812233731725,0.0,0.0,0.0,['NOMINAL'],Nominal,373057.9920389745,53.2167,546.00004230739,STARLINK (LEO)
52550,STARLINK-3965,1202.1775992290604,222.80175586905884,154.99252582195396,2.4217582159680307e-08,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,373103.8149485758,53.2171,546.0369762153364,STARLINK (LEO)
52551,STARLINK-3969,4902.784642661294,0.0,0.0,0.0,['NOMINAL'],Nominal,373365.7891552781,53.216800000000006,546.0947656077221,STARLINK (LEO)
52552,STARLINK-3966,3822.583812857583,22.036460477759473,15.32971163670224,2.3952674432347253e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,372542.30451906496,53.2173,546.4074169890057,STARLINK (LEO)
52553,STARLINK-3858,13326.149891853605,0.0,0.0,0.0,['NOMINAL'],Nominal,372111.3000206889,53.2172,546.1762985733204,STARLINK (LEO)
52554,STARLINK-3770,12056.823785121174,0.0,0.0,0.0,['NOMINAL'],Nominal,373166.80230127345,53.2171,546.4207867957616,STARLINK (LEO)
52557,STARLINK-3943,6611.81710497755,0.0,0.0,0.0,['NOMINAL'],Nominal,369687.97124842036,53.217800000000004,546.9192205803291,STARLINK (LEO)
52559,STARLINK-3953,1249.9534002968887,206.09536608616816,143.37068945124742,2.240167022675741e-08,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,373802.6211846565,53.2175,545.9704899918652,STARLINK (LEO)
52560,STARLINK-3956,8748.925391771381,0.0,0.0,0.0,['NOMINAL'],Nominal,369614.7265328419,53.2175,546.4121390882697,STARLINK (LEO)
52561,STARLINK-3955,13578.57839539375,0.0,0.0,0.0,['NOMINAL'],Nominal,373716.9047622925,53.2167,546.3894475388101,STARLINK (LEO)
52562,STARLINK-3957,11203.067638199405,0.0,0.0,0.0,['NOMINAL'],Nominal,372419.0046279481,53.2179,546.7242016826253,STARLINK (LEO)
52563,STARLINK-3942,13435.86294553649,0.0,0.0,0.0,['NOMINAL'],Nominal,371905.4224610592,53.2169,546.4823201296645,STARLINK (LEO)
52564,STARLINK-3959,13331.112008850852,0.0,0.0,0.0,['NOMINAL'],Nominal,372727.9906087287,53.2166,546.3332895400906,STARLINK (LEO)
52565,STARLINK-3911,10499.101311506634,0.0,0.0,0.0,['NOMINAL'],Nominal,370547.6907880299,53.2171,546.3743622906485,STARLINK (LEO)
52566,STARLINK-3938,3617.395504180265,24.60729539455131,17.118118535340045,2.6747060211468816e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,372441.4932313559,53.2171,546.1190720235447,STARLINK (LEO)
52567,STARLINK-3929,13411.42468986592,0.0,0.0,0.0,['NOMINAL'],Nominal,371943.8240532155,53.2162,545.698225918308,STARLINK (LEO)
52568,STARLINK-3930,13266.660853886155,0.0,0.0,0.0,['NOMINAL'],Nominal,371401.20753987273,53.2172,546.1230233426639,STARLINK (LEO)
52569,STARLINK-3927,13656.560373845916,0.0,0.0,0.0,['NOMINAL'],Nominal,372762.5969119193,53.217800000000004,545.9600611281071,STARLINK (LEO)
52574,STARLINK-3901,13520.440304826012,0.0,0.0,0.0,['NOMINAL'],Nominal,372179.7126689039,53.2172,547.0665510853885,STARLINK (LEO)
52576,STARLINK-3932,9102.959252955334,0.0,0.0,0.0,['NOMINAL'],Nominal,369843.9168246703,53.2182,546.3579605171628,STARLINK (LEO)
52577,STARLINK-3836,3205.4125656398237,31.339206894385487,21.801187404789903,3.4064355319984227e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,372620.82539816975,53.2176,545.7226504847806,STARLINK (LEO)
52578,STARLINK-3833,1719.6046361038916,108.89267261167488,75.75142442551297,1.1836160066486401e-08,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,372675.1670775369,53.217800000000004,545.9507007207499,STARLINK (LEO)
52579,STARLINK-3893,7655.750421255777,0.0,0.0,0.0,['NOMINAL'],Nominal,369603.23271514964,53.2166,545.6263873828094,STARLINK (LEO)
52580,STARLINK-3919,5837.306142540596,0.0,0.0,0.0,['NOMINAL'],Nominal,369595.51410366583,53.2165,545.384080049044,STARLINK (LEO)
52581,STARLINK-3915,7316.970037122679,0.0,0.0,0.0,['NOMINAL'],Nominal,372755.59230995283,53.2175,546.5980898909279,STARLINK (LEO)
52583,STARLINK-3895,4741.5021875259135,0.0,9.963595958599248,1.5568118685311324e-09,['NOMINAL'],Nominal,372835.76054901775,53.2179,546.3707637380971,STARLINK (LEO)
52584,STARLINK-3922,8793.76680845491,0.0,0.0,0.0,['NOMINAL'],Nominal,370547.04552080424,53.2167,546.4180491418248,STARLINK (LEO)
52585,STARLINK-3906,4432.713573407047,16.38764443718024,11.400100478038427,1.7812656996935042e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,369606.638737614,53.2174,545.7318374678324,STARLINK (LEO)
52586,STARLINK-3910,1860.4736316093733,93.02696093110427,64.71440760424645,1.0111626188163508e-08,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,372378.1587130728,53.2176,546.1733028429672,STARLINK (LEO)
52587,STARLINK-3867,10827.959510161403,0.0,0.0,0.0,['NOMINAL'],Nominal,371772.18409810506,53.2171,546.0244024306178,STARLINK (LEO)
52588,STARLINK-3917,3740.3894921473448,23.015595444795483,16.01084900507512,2.5016951570429874e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,370781.3204646469,53.2169,546.6924262851377,STARLINK (LEO)
52598,STARLINK-4019,5159.348710521587,0.0,0.0,0.0,['NOMINAL'],Nominal,375123.97190871637,53.2172,546.3059011833551,STARLINK (LEO)
52599,STARLINK-4024,10860.66410165447,0.0,0.0,0.0,['NOMINAL'],Nominal,374762.4439594433,53.2166,545.964778218845,STARLINK (LEO)
52600,STARLINK-4026,12672.34858210012,0.0,0.0,0.0,['NOMINAL'],Nominal,374894.8286997068,53.2158,546.519875125811,STARLINK (LEO)
52601,STARLINK-4027,13103.771147546775,0.0,0.0,0.0,['NOMINAL'],Nominal,374295.8523042969,53.2167,546.0253946063947,STARLINK (LEO)
52602,STARLINK-4012,12901.72972749488,0.0,0.0,0.0,['NOMINAL'],Nominal,375542.3721486216,53.2171,546.1166325744668,STARLINK (LEO)
52603,STARLINK-4016,9030.196833642522,0.0,0.0,0.0,['NOMINAL'],Nominal,373537.86354800384,53.2163,546.0554549253284,STARLINK (LEO)
52604,STARLINK-4013,11150.986898646932,0.0,0.0,0.0,['NOMINAL'],Nominal,370767.73114712915,53.2171,545.9628589275451,STARLINK (LEO)
52605,STARLINK-4000,13226.69120712882,0.0,0.0,0.0,['NOMINAL'],Nominal,373387.012564712,53.2164,545.9785076010863,STARLINK (LEO)
52606,STARLINK-3928,10759.904009583364,0.0,0.0,0.0,['NOMINAL'],Nominal,370870.9121724756,53.216,546.448242969735,STARLINK (LEO)
52607,STARLINK-3947,10047.257084740171,0.0,0.0,0.0,['NOMINAL'],Nominal,372436.9607997905,53.2157,546.1044612084988,STARLINK (LEO)
52608,STARLINK-3979,6051.319196815821,0.0,0.0,0.0,['NOMINAL'],Nominal,374095.81021635275,53.2174,545.5402478084518,STARLINK (LEO)
52609,STARLINK-3997,3995.890783097545,20.166412799464872,14.028808903975564,2.192001391246182e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,374365.96908485086,53.2166,546.0589681072133,STARLINK (LEO)
52610,STARLINK-3998,8681.584820496013,0.0,0.0,0.0,['NOMINAL'],Nominal,370937.7020534039,53.2157,546.2462085568129,STARLINK (LEO)
52611,STARLINK-3980,11795.599930844,0.0,0.0,0.0,['NOMINAL'],Nominal,375577.13568300824,53.2153,545.9101490829861,STARLINK (LEO)
52612,STARLINK-4002,6918.2441532047,0.0,0.0,0.0,['NOMINAL'],Nominal,375164.2674391933,53.216800000000006,546.7482057519535,STARLINK (LEO)
52614,STARLINK-3982,10819.671900321791,0.0,0.0,0.0,['NOMINAL'],Nominal,368420.10488941846,53.2101,405.03028800280015,STARLINK (LEO)
52615,STARLINK-4011,12437.20182339771,0.0,0.0,0.0,['NOMINAL'],Nominal,374421.2770595627,53.2165,546.1303251943382,STARLINK (LEO)
52617,STARLINK-3996,11051.763395991404,0.0,0.0,0.0,['NOMINAL'],Nominal,375296.17179542984,53.2169,546.0440190081509,STARLINK (LEO)
52618,STARLINK-3983,7698.361254633717,0.0,0.0,0.0,['NOMINAL'],Nominal,370719.8950285521,53.2161,547.3901618756112,STARLINK (LEO)
52619,STARLINK-3741,12144.346359104491,0.0,0.0,0.0,['NOMINAL'],Nominal,373165.38452298456,53.2173,545.7924115806285,STARLINK (LEO)
52620,STARLINK-3975,12860.746634966643,0.0,0.0,0.0,['NOMINAL'],Nominal,373442.9860667907,53.216,546.3822180538812,STARLINK (LEO)
52621,STARLINK-3984,9021.498594867679,0.0,0.0,0.0,['NOMINAL'],Nominal,371304.0929387776,53.2188,549.8224747343537,STARLINK (LEO)
52622,STARLINK-4008,4459.394450116621,16.192134164948847,11.264093332138328,1.7600145831466138e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,375577.75507934485,53.2166,545.0495830457836,STARLINK (LEO)
52623,STARLINK-3986,12754.762967736087,0.0,0.0,0.0,['NOMINAL'],Nominal,375379.17027857754,53.216,546.0704625622747,STARLINK (LEO)
52625,STARLINK-3988,12473.456075724263,0.0,0.0,0.0,['NOMINAL'],Nominal,373815.5443240604,53.217,546.23480964459,STARLINK (LEO)
52626,STARLINK-3990,12630.031323443938,0.0,0.0,0.0,['NOMINAL'],Nominal,373018.1867037662,53.2165,545.7584840132635,STARLINK (LEO)
52627,STARLINK-3992,9462.75059580534,0.0,0.0,0.0,['NOMINAL'],Nominal,373490.2102603051,53.2149,546.0283026081948,STARLINK (LEO)
52628,STARLINK-4001,3858.81770514787,21.62456334407103,15.043174500223326,2.3504960156598947e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,375014.07963140483,53.2177,546.2310185990198,STARLINK (LEO)
52629,STARLINK-4022,6029.608081348937,0.0,0.0,0.0,['NOMINAL'],Nominal,372986.59249806503,53.2165,545.4958234649343,STARLINK (LEO)
52630,STARLINK-3989,11635.861214115688,0.0,0.0,0.0,['NOMINAL'],Nominal,370662.8710471732,53.2156,546.0280860035868,STARLINK (LEO)
52631,STARLINK-3794,7251.510439297971,0.0,0.0,0.0,['NOMINAL'],Nominal,374334.354552763,53.216,546.0706953354646,STARLINK (LEO)
52632,STARLINK-3995,10716.432468284705,0.0,0.0,0.0,['NOMINAL'],Nominal,370719.0560504326,53.2163,546.0762490662836,STARLINK (LEO)
52633,STARLINK-3994,5647.56084463126,0.0,0.0,0.0,['NOMINAL'],Nominal,373683.6589363261,53.2162,545.4834885838552,STARLINK (LEO)
52634,STARLINK-3974,7440.390482052041,0.0,0.0,0.0,['NOMINAL'],Nominal,374590.970369227,53.215,545.6197239332168,STARLINK (LEO)
52635,STARLINK-3978,11191.507748985105,0.0,0.0,0.0,['NOMINAL'],Nominal,373800.5402488601,53.2164,545.2304071119456,STARLINK (LEO)
52636,STARLINK-3967,5154.6030066359535,0.0,0.0,0.0,['NOMINAL'],Nominal,373225.7867228515,53.2172,545.60989041939,STARLINK (LEO)
52637,STARLINK-3961,11950.734957698838,0.0,0.0,0.0,['NOMINAL'],Nominal,372783.8687391881,53.2162,545.0740476198217,STARLINK (LEO)
52638,STARLINK-3941,4862.562295742855,0.0,9.473657110888846,1.4802589235763821e-09,['NOMINAL'],Nominal,374399.2804704709,53.218,545.8356143292444,STARLINK (LEO)
52639,STARLINK-3968,12412.656288743206,0.0,0.0,0.0,['NOMINAL'],Nominal,374482.0787147088,53.2172,545.6500982078082,STARLINK (LEO)
52640,STARLINK-3977,9050.728447356352,0.0,0.0,0.0,['NOMINAL'],Nominal,372013.0536649604,53.2151,546.159098667934,STARLINK (LEO)
52641,STARLINK-3991,10125.324361560633,0.0,0.0,0.0,['NOMINAL'],Nominal,374771.4056580145,53.2165,545.9615474203067,STARLINK (LEO)
52642,STARLINK-3971,12166.285334147562,0.0,0.0,0.0,['NOMINAL'],Nominal,372967.2626190414,53.2161,545.5475992414598,STARLINK (LEO)
52643,STARLINK-3963,9440.747041780662,0.0,0.0,0.0,['NOMINAL'],Nominal,374398.04071377445,53.2172,546.0329168468737,STARLINK (LEO)
52644,STARLINK-3985,12251.749004303027,0.0,0.0,0.0,['NOMINAL'],Nominal,373223.78864458296,53.2172,546.1180330684472,STARLINK (LEO)
52645,STARLINK-3973,11993.610874639737,0.0,0.0,0.0,['NOMINAL'],Nominal,370865.0444532487,53.2183,546.236254709715,STARLINK (LEO)
52646,STARLINK-3832,12330.459113810013,0.0,0.0,0.0,['NOMINAL'],Nominal,373528.17159896134,53.2177,546.106378588407,STARLINK (LEO)
52648,STARLINK-3854,11847.045815147645,0.0,0.0,0.0,['NOMINAL'],Nominal,370622.44694945693,53.2176,546.7832425987627,STARLINK (LEO)
52649,STARLINK-3868,5730.140810506636,0.0,0.0,0.0,['NOMINAL'],Nominal,375083.39873307,53.216800000000006,546.6694952824464,STARLINK (LEO)
52650,STARLINK-3891,12042.328690597195,0.0,0.0,0.0,['NOMINAL'],Nominal,373047.3705870689,53.2175,545.9320414037177,STARLINK (LEO)
52656,STARLINK-4004,12200.637333355991,0.0,0.0,0.0,['NOMINAL'],Nominal,370218.68739466707,53.2163,546.2301857236481,STARLINK (LEO)
52657,STARLINK-4084,6683.913746880379,0.0,0.0,0.0,['NOMINAL'],Nominal,369552.807360378,53.2164,545.2984860939746,STARLINK (LEO)
52658,STARLINK-4082,12865.66043115621,0.0,0.0,0.0,['NOMINAL'],Nominal,373114.28059420973,53.216800000000006,546.3668438038171,STARLINK (LEO)
52659,STARLINK-3960,12009.659839250813,0.0,0.0,0.0,['NOMINAL'],Nominal,369623.5033271708,53.2161,546.2485378267653,STARLINK (LEO)
52660,STARLINK-4081,9124.584089122925,0.0,0.0,0.0,['NOMINAL'],Nominal,369653.75630649127,53.217,545.3727601184873,STARLINK (LEO)
52662,STARLINK-4044,6999.445011234593,0.0,0.0,0.0,['NOMINAL'],Nominal,372382.37840091414,53.2163,546.5538872727872,STARLINK (LEO)
52663,STARLINK-4037,4916.847200087858,0.0,0.0,0.0,['NOMINAL'],Nominal,373382.1560648563,53.2162,546.3350891812773,STARLINK (LEO)
52664,STARLINK-4070,8079.8499768044185,0.0,0.0,0.0,['NOMINAL'],Nominal,369845.0003922155,53.2157,546.3418823858642,STARLINK (LEO)
52665,STARLINK-4064,7377.923317162178,0.0,0.0,0.0,['NOMINAL'],Nominal,369650.65112542897,53.2151,545.1448935073345,STARLINK (LEO)
52666,STARLINK-4079,13171.03094050584,0.0,0.0,0.0,['NOMINAL'],Nominal,373600.1997022557,53.216800000000006,546.179676741324,STARLINK (LEO)
52667,STARLINK-4076,6620.381312847456,0.0,0.0,0.0,['NOMINAL'],Nominal,369589.70037520415,53.217,546.2130954053641,STARLINK (LEO)
52668,STARLINK-4067,3861.427158436519,21.59534657046609,15.022849788150326,2.3473202793984884e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,373825.7594755682,53.2166,546.1015928727157,STARLINK (LEO)
52669,STARLINK-3972,11346.331590919834,0.0,0.0,0.0,['NOMINAL'],Nominal,371004.8986674852,53.2159,546.0878659046896,STARLINK (LEO)
52670,STARLINK-4075,3875.477956031032,21.43903976592165,14.914114619771581,2.3303304093393095e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,372127.8774150939,53.2166,546.4380479534052,STARLINK (LEO)
52671,STARLINK-4071,12028.405443047752,0.0,0.0,0.0,['NOMINAL'],Nominal,372728.9449727965,53.2166,546.3146145053704,STARLINK (LEO)
52672,STARLINK-4073,7704.65490445224,0.0,0.0,0.0,['NOMINAL'],Nominal,369722.2229014744,53.2163,546.457192601478,STARLINK (LEO)
52673,STARLINK-3976,13217.843959131675,0.0,0.0,0.0,['NOMINAL'],Nominal,372096.6879791966,53.2171,546.1019222771044,STARLINK (LEO)
52674,STARLINK-3936,4072.175282652086,19.417930605571282,13.508125638658283,2.110644631040357e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,373764.3588180604,53.217,516.8473276103804,STARLINK (LEO)
52675,STARLINK-3934,13424.534264535927,0.0,0.0,0.0,['NOMINAL'],Nominal,373385.8311908699,53.2164,545.9964957334637,STARLINK (LEO)
52676,STARLINK-4006,13034.795435302534,0.0,0.0,0.0,['NOMINAL'],Nominal,372478.6634428266,53.217,545.9298313558652,STARLINK (LEO)
52678,STARLINK-4074,10605.209353178421,0.0,0.0,0.0,['NOMINAL'],Nominal,369570.53315835807,53.2179,546.8877559649338,STARLINK (LEO)
52679,STARLINK-4031,8294.715667203049,0.0,0.0,0.0,['NOMINAL'],Nominal,369847.9315829624,53.216800000000006,546.0572259806437,STARLINK (LEO)
52680,STARLINK-3774,5556.920766882058,0.0,0.0,0.0,['NOMINAL'],Nominal,374215.49189157225,53.2164,546.4127128496407,STARLINK (LEO)
52681,STARLINK-4068,2710.8983579618107,43.815664517080876,30.480462272751915,4.762572230117487e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,372329.04790289566,53.2167,544.3192205493783,STARLINK (LEO)
52682,STARLINK-4017,11602.62444812521,0.0,0.0,0.0,['NOMINAL'],Nominal,369649.2028242964,53.2171,546.2557307540865,STARLINK (LEO)
52684,STARLINK-4014,10317.329535270606,0.0,0.0,0.0,['NOMINAL'],Nominal,369602.29589392815,53.217,546.2762439627861,STARLINK (LEO)
52685,STARLINK-4029,3192.0613653321593,31.60191554545292,21.983941249010726,3.434990820157926e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,374213.80475332146,53.2166,546.3831125849839,STARLINK (LEO)
52686,STARLINK-4005,13435.2776709829,0.0,0.0,0.0,['NOMINAL'],Nominal,372488.1887255549,53.2169,546.1855112522811,STARLINK (LEO)
52687,STARLINK-3981,5325.840727670348,0.0,0.0,0.0,['NOMINAL'],Nominal,370671.91344384756,53.2163,546.2020060687802,STARLINK (LEO)
52688,STARLINK-4032,6910.3744950371365,0.0,0.0,0.0,['NOMINAL'],Nominal,369807.39829219854,53.2162,546.355496299908,STARLINK (LEO)
52689,STARLINK-4078,8926.644517629256,0.0,0.0,0.0,['NOMINAL'],Nominal,368394.6194385079,53.2124,375.859942353708,STARLINK (LEO)
52690,STARLINK-4035,2605.426611982074,47.43492106413992,32.998205957662556,5.155969680884774e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,372593.8557429608,53.2164,546.3068167988824,STARLINK (LEO)
52692,STARLINK-3993,12332.645623805025,0.0,0.0,0.0,['NOMINAL'],Nominal,369507.4003329076,53.2165,545.3010227896981,STARLINK (LEO)
52693,STARLINK-3946,13372.092863084921,0.0,0.0,0.0,['NOMINAL'],Nominal,371970.6404325166,53.216800000000006,545.9414999198362,STARLINK (LEO)
52694,STARLINK-4072,7701.386982241836,0.0,0.0,0.0,['NOMINAL'],Nominal,369522.1387124279,53.216800000000006,546.745492404057,STARLINK (LEO)
52695,STARLINK-4041,11778.896777166665,0.0,0.0,0.0,['NOMINAL'],Nominal,369775.48798141116,53.216800000000006,546.2392743459582,STARLINK (LEO)
52697,STARLINK-4018,7654.121664897474,0.0,0.0,0.0,['NOMINAL'],Nominal,369685.2175072032,53.2167,547.21570285154,STARLINK (LEO)
52698,STARLINK-4030,4703.790651850886,0.2063875271215778,10.123997960287559,1.5818746812949312e-09,['NOMINAL'],Nominal,372514.26256446727,53.2165,546.3819856478607,STARLINK (LEO)
52699,STARLINK-3987,12794.336728528908,0.0,0.0,0.0,['NOMINAL'],Nominal,373538.3446010593,53.2174,546.3481964827263,STARLINK (LEO)
52700,STARLINK-4034,11045.53342501041,0.0,0.0,0.0,['NOMINAL'],Nominal,369561.2414286925,53.2159,546.5111387997459,STARLINK (LEO)
52702,STARLINK-4033,9980.764206353606,0.0,0.0,0.0,['NOMINAL'],Nominal,369779.2418917186,53.2169,546.3259145292333,STARLINK (LEO)
52703,STARLINK-4020,7276.25929861773,0.0,0.0,0.0,['NOMINAL'],Nominal,372410.82316888403,53.2166,546.7851195751547,STARLINK (LEO)
52704,STARLINK-3999,12199.161171485961,0.0,0.0,0.0,['NOMINAL'],Nominal,369776.85084245703,53.2171,546.1892502225712,STARLINK (LEO)
52705,STARLINK-3844,8179.016774780308,0.0,0.0,0.0,['NOMINAL'],Nominal,370783.3208565472,53.2166,546.3945604549153,STARLINK (LEO)
52706,STARLINK-3970,10505.988702647071,0.0,0.0,0.0,['NOMINAL'],Nominal,369556.1334580423,53.2171,546.7028617347,STARLINK (LEO)
52707,STARLINK-4007,4410.202284950334,16.555368493984826,11.516778082772055,1.7994965754331335e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,371194.5098264715,53.2169,546.0331725555069,STARLINK (LEO)
52708,STARLINK-3962,12922.180351075398,0.0,0.0,0.0,['NOMINAL'],Nominal,373007.37672242045,53.2167,546.439329842822,STARLINK (LEO)
52830,STARLINK-4091,4279.607052050063,17.58118252448685,12.230387843121287,1.910998100487701e-09,"['X-RAY:SGEMP_FATAL', 'X-RAY:IONIZ_UPSET']",Fatal/Destroyed,370050.91919568885,53.2183,546.0357735501077,STARLINK (LEO)
52831,STARLINK-4089,7306.915303294355,0.0,0.0,0.0,['NOMINAL'],Nominal,374489.84194155777,53.2186,545.3486592298068,STARLINK (LEO)
52832,STARLINK-4083,7958.894974840192,0.0,0.0,0.0,['NOMINAL'],Nominal,373705.62047590787,53.2186,545.7692025562144,STARLINK (LEO)
52833,STARLINK-4086,9986.998644862018,0.0,0.0,0.0,['NOMINAL'],Nominal,372609.66970523685,53.21970000000001,545.4302951008989,STARLINK (LEO)
52834,STARLINK-4108,11324.170774563076,0.0,0.0,0.0,['NOMINAL'],Nominal,374480.0450643493,53.21840000000001,546.171109331288,STARLINK (LEO)
52835,STARLINK-4080,12337.433750859369,0.0,0.0,0.0,['NOMINAL'],Nominal,373040.497096361,53.2183,546.0828030888081,STARLINK (LEO)
52836,STARLINK-4043,12891.130874166885,0.0,0.0,0.0,['NOMINAL'],Nominal,368577.12909897557,53.2167,531.5833318221139,STARLINK (LEO)
52837,STARLINK-4036,12422.984907546752,0.0,0.0,0.0,['NOMINAL'],Nominal,373398.7490965545,53.2183,545.4257463713043,STARLINK (LEO)
52838,STARLINK-4092,13006.100811428852,0.0,0.0,0.0,['NOMINAL'],Nominal,370117.66123230435,53.219,545.9802888773893,STARLINK (LEO)
52839,STARLINK-4048,11379.91066889414,0.0,0.0,0.0,['NOMINAL'],Nominal,374138.3637022521,53.2199,545.9753103110273,STARLINK (LEO)
52840,STARLINK-4049,11359.518212381125,0.0,0.0,0.0,['NOMINAL'],Nominal,373530.2705671394,53.217800000000004,528.9773275314079,STARLINK (LEO)
52841,STARLINK-4065,6978.472369979125,0.0,0.0,0.0,['NOMINAL'],Nominal,374687.34191161714,53.2186,545.8005122834113,STARLINK (LEO)
52842,STARLINK-4046,8908.37537761104,0.0,0.0,0.0,['NOMINAL'],Nominal,372865.656590875,53.2189,551.7639522189068,STARLINK (LEO)
52843,STARLINK-4188,4744.222213840848,0.0,9.952174286958007,1.5550272323371887e-09,['NOMINAL'],Nominal,370163.00601645804,53.217800000000004,546.0430146306353,STARLINK (LEO)
52844,STARLINK-4208,6398.6963310862,0.0,0.0,0.0,['NOMINAL'],Nominal,373643.2963737101,53.2175,543.9760665421994,STARLINK (LEO)
52845,STARLINK-4168,5582.077605747586,0.0,0.0,0.0,['NOMINAL'],Nominal,372179.6808150268,53.21810000000001,545.845625570068,STARLINK (LEO)
52846,STARLINK-4212,5838.964051442926,0.0,0.0,0.0,['NOMINAL'],Nominal,372752.0180088798,53.2183,545.7838430947421,STARLINK (LEO)
52847,STARLINK-4206,4857.313064711058,0.0,9.494144275365816,1.4834600430259085e-09,['NOMINAL'],Nominal,370957.40363879956,53.2179,545.9844598306339,STARLINK (LEO)
52848,STARLINK-4202,8995.347361828799,0.0,0.0,0.0,['NOMINAL'],Nominal,372900.32830500585,53.2188,546.0366155952951,STARLINK (LEO)
52849,STARLINK-4197,9480.662627004362,0.0,0.0,0.0,['NOMINAL'],Nominal,373052.32393036503,53.217,544.4272741333837,STARLINK (LEO)
52850,STARLINK-4187,13011.193091466526,0.0,0.0,0.0,['NOMINAL'],Nominal,370075.3219219344,53.2187,545.9616329515216,STARLINK (LEO)
52851,STARLINK-3809,7809.264208455398,0.0,0.0,0.0,['NOMINAL'],Nominal,372870.70278341987,53.21810000000001,545.9672848141865,STARLINK (LEO)
52852,STARLINK-4184,4779.587540231576,0.0,9.805442058144791,1.5321003215851238e-09,['NOMINAL'],Nominal,373521.6381488727,53.217800000000004,546.0426175636256,STARLINK (LEO)
52853,STARLINK-4189,11778.053039037964,0.0,0.0,0.0,['NOMINAL'],Nominal,373791.16952827194,53.2176,545.837458721481,STARLINK (LEO)
52854,STARLINK-4204,9297.174459788383,0.0,0.0,0.0,['NOMINAL'],Nominal,372804.7324068215,53.2173,546.0077929331092,STARLINK (LEO)
